datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school
2020-02-13 08:00:00,1368.9912,-245.73212890624995,0.01724647,0.0121536255,25.637365502088848,-245.41181640624995,0.017086253,0.04269409,15.081676405353642,-249.51337890624995,0.0166056,0.088012695,4.876999541807672,0,0,0
2020-02-13 09:00:00,1471.1406,-244.56586914062495,0.017222812,0.0066452026,26.009304658775637,-243.40180664062495,0.016818454,0.03135681,15.554426616816505,-247.44086914062495,0.016650608,0.084106445,4.83627889435735,0,0,0
2020-02-13 10:00:00,1552.7611,-243.50349121093745,0.017268332,0.0045547485,25.747280639460712,-241.61286621093745,0.016696127,0.018585205,14.691160448123217,-245.57380371093745,0.016459616,0.079711914,4.173372842451366,0,0,0
2020-02-13 11:00:00,1588.4189,-242.62797241210933,0.01730682,0.0030641556,24.666631161775896,-240.31547241210933,0.01680328,0.009815216,13.301820977396188,-244.35453491210933,0.016849056,0.0763855,2.662857789190683,0,0,0
2020-02-13 12:00:00,1597.1785,-242.0282104492187,0.017359499,0.0018610954,22.90175269470129,-239.4813354492187,0.016871218,0.0050373077,12.180822821574727,-243.5907104492187,0.01684833,0.0848999,1.6673577211924484,0,0,0
2020-02-13 13:00:00,1643.14,-241.68940429687495,0.01735938,0.0010838509,20.83492852942318,-239.04877929687495,0.016764287,0.0034837723,11.42338388310663,-243.29877929687495,0.016939763,0.082214355,1.106618317211918,0,0,0
2020-02-13 14:00:00,1650.7056,-241.62678222656245,0.017329015,0.00067305565,19.113814585791594,-238.98615722656245,0.016543187,0.008777618,10.81244571738316,-243.34553222656245,0.016955175,0.07949829,0.8068437762908122,0,0,0
2020-02-13 15:00:00,1636.6916,-241.82209472656245,0.017329529,0.0040779114,18.12960398321979,-239.40021972656245,0.016284302,0.011894226,10.365476762817416,-243.79084472656245,0.01694043,0.076049805,0.7064371299955304,0,0,0
2020-02-13 16:00:00,1558.4,-242.43696289062495,0.017352298,0.004085541,18.512659696293284,-240.35883789062495,0.016177371,0.010631561,10.15804513507331,-244.73383789062495,0.01720734,0.07235718,0.921676061469122,0,0,0
2020-02-13 17:00:00,1425.3148,-243.53818969726558,0.017374601,0.002272606,19.893150316236856,-242.13193969726558,0.01625308,0.008358002,9.293284212508931,-246.03818969726558,0.017420378,0.07272339,1.2908703476138703,0,0,0
2020-02-13 18:00:00,1407.6894,-244.9256713867187,0.017496279,0.0035848618,21.173519870951687,-244.6912963867187,0.016534975,0.004501343,7.181791813980881,-247.6366088867187,0.017748049,0.062301636,1.3246960750229402,0,0,0
2020-02-13 19:00:00,1440.3865,-245.87736206054683,0.017709877,0.0062732697,22.003177676891568,-246.10392456054683,0.016458657,0.0032587051,8.377610818237535,-248.56486206054683,0.017618325,0.054092407,1.5777853791053025,0,0,0
2020-02-13 20:00:00,1389.8774,-246.38105468749995,0.017779492,0.0073776245,21.63563040287219,-247.03730468749995,0.016459607,0.0027427673,8.952159569900765,-249.05292968749995,0.017192028,0.047546387,2.385900572845149,0,0,0
2020-02-13 21:00:00,1364.9246999999998,-246.63230590820308,0.017843451,0.0069179535,21.29979755144217,-247.73386840820308,0.01659986,0.004673004,8.926226222326184,-249.47605590820308,0.016889777,0.04689026,3.40348464704794,0,0,0
2020-02-13 22:00:00,1322.9521,-246.8247192382812,0.017945757,0.01127243,21.423324537254143,-248.2153442382812,0.016679278,0.008449554,9.31870041033869,-249.8637817382812,0.01664876,0.048934937,4.137172017538534,0,0,0
2020-02-13 23:00:00,1258.1174,-246.9824340820312,0.017969644,0.014808655,21.76420964641728,-248.5293090820312,0.016703164,0.014461517,9.448622684925558,-250.1699340820312,0.016474282,0.052734375,4.434464500120847,0,0,0
2020-02-14 00:00:00,1205.0728,-247.12666015624995,0.017891962,0.012493134,22.228217919459944,-248.71259765624995,0.016724665,0.015159607,9.637248351377732,-250.42353515624995,0.016305048,0.05596924,4.62943241422145,0,0,0
2020-02-14 01:00:00,1166.5862,-247.28367309570308,0.017777136,0.0073013306,22.56954803027778,-248.85398559570308,0.016800573,0.012088776,9.523163974454636,-250.63523559570308,0.016152075,0.060012817,4.861868670746684,0,0,0
2020-02-14 02:00:00,1135.4749,-247.45029907226558,0.017731348,0.012306213,22.790637171878178,-248.89561157226558,0.016915003,0.016311646,9.388077829104176,-250.80967407226558,0.016037622,0.06317139,5.07379203288394,0,0,0
2020-02-14 03:00:00,1093.8649,-247.51243286132808,0.017646821,0.019302368,24.057637394228628,-248.95774536132808,0.016983064,0.02217102,9.111547123573878,-250.93430786132808,0.015968354,0.06317139,5.221512129552835,0,0,0
2020-02-14 04:00:00,1084.2786,-247.48640136718745,0.017515948,0.02872467,24.99774322089287,-249.15827636718745,0.017004779,0.016708374,8.096568334345397,-250.97858886718745,0.015936663,0.06738281,5.132589758651594,0,0,0
2020-02-14 05:00:00,1097.6806,-247.47541503906245,0.017537773,0.03302002,24.94189535542354,-249.21760253906245,0.017003715,0.01177597,7.873269855632061,-250.94416503906245,0.015981376,0.07223511,4.81131729257313,0,0,0
2020-02-14 06:00:00,1108.5537000000002,-247.42707519531245,0.017651439,0.029685974,25.20138992836088,-249.28645019531245,0.017048717,0.013168335,7.354049719149885,-250.92707519531245,0.01600349,0.08151245,4.611914136942573,0,0,0
2020-02-14 07:00:00,1221.7687,-246.76127319335933,0.017612817,0.020271301,28.333526184622475,-247.56596069335933,0.017261865,0.024017334,11.230485638574258,-250.31596069335933,0.016216638,0.08862305,4.996175336969441,0,0,0
2020-02-14 08:00:00,1380.9471999999998,-245.66547851562495,0.017177712,0.017501831,31.816374395702287,-245.35297851562495,0.0170709,0.031166077,15.29750767772,-249.04047851562495,0.016391885,0.0809021,5.484371337889402,0,0,0
2020-02-14 09:00:00,1462.3987,-244.51591186523433,0.016903108,0.006494522,32.70774561988576,-243.36747436523433,0.016704744,0.029541016,16.69120342178719,-247.23466186523433,0.016269868,0.07235718,5.652677330397244,0,0,0
2020-02-14 10:00:00,1540.7787,-243.55976562499995,0.016697632,0.0037488937,32.96117261485829,-241.70039062499995,0.016384827,0.02583313,16.941214331977275,-245.66132812499995,0.015988098,0.07928467,5.541385346731818,0,0,0
2020-02-14 11:00:00,1559.7271999999998,-242.8435180664062,0.016552335,0.0011663437,32.53026790664542,-240.4841430664062,0.016125089,0.0205307,16.7533714886823,-244.6247680664062,0.016033536,0.074523926,4.716490357858942,0,0,0
2020-02-14 12:00:00,1562.905,-242.41730957031245,0.01637616,0.0019392967,31.733909362351948,-239.80793457031245,0.015933655,0.02166748,16.485769148317623,-244.08918457031245,0.016147278,0.06994629,3.980374183317593,0,0,0
2020-02-14 13:00:00,1584.296,-242.30183105468745,0.016330078,0.0040779114,30.83882203223621,-239.58308105468745,0.015712097,0.022033691,16.37039899876928,-243.98933105468745,0.016032532,0.079833984,3.8967660333469136,0,0,0
2020-02-14 14:00:00,1605.9239,-242.52595214843745,0.016513297,0.006788254,29.902759702773203,-239.76032714843745,0.015399406,0.024475098,16.401825072919667,-244.26032714843745,0.015872428,0.09442139,4.172387458101764,0,0,0
2020-02-14 15:00:00,1569.0205,-243.00370483398433,0.01673476,0.014415741,29.025962352323752,-240.56620483398433,0.015014332,0.023620605,16.500866731940885,-244.94120483398433,0.015712421,0.08670044,4.756104351525532,0,0,0
2020-02-14 16:00:00,1527.4508,-243.73533325195308,0.01685658,0.0393219,28.45235255592755,-242.01658325195308,0.014567761,0.018539429,16.67040795919161,-245.90720825195308,0.015628247,0.06341553,5.450574365150354,0,0,0
2020-02-14 17:00:00,1367.7429,-244.82819824218745,0.016985485,0.051376343,27.86374459650844,-243.90632324218745,0.0142122,0.012435913,15.894683784058582,-247.12507324218745,0.0155091975,0.037017822,6.346047130781192,0,0,0
2020-02-14 18:00:00,1336.737,-245.94938354492183,0.017198933,0.045654297,26.74527055518999,-246.19938354492183,0.0143607985,0.01863861,12.099244981649743,-248.63688354492183,0.015383137,0.03517151,6.9920887219148895,0,0,0
2020-02-14 19:00:00,1428.416,-246.52109985351558,0.017389946,0.025871277,25.66900123712878,-247.46641235351558,0.014879874,0.038101196,10.693388784206132,-249.64609985351558,0.015474967,0.043884277,7.018826231028729,0,0,0
2020-02-14 20:00:00,1381.4771999999998,-246.75520019531245,0.01751265,0.011642456,24.54753278777313,-247.96613769531245,0.01541075,0.04360962,10.73121539795173,-250.09113769531245,0.015586226,0.05203247,6.760137803292684,0,0,0
2020-02-14 21:00:00,1329.5614,-246.90293579101558,0.017628107,0.00875473,23.91390766600888,-248.16856079101558,0.015926752,0.039993286,11.030819536406868,-250.23106079101558,0.015690241,0.06686401,6.6927676209274125,0,0,0
2020-02-14 22:00:00,1285.3698,-246.95441894531245,0.01762158,0.01266098,23.848768670307567,-248.18098144531245,0.016431395,0.035964966,11.51360639294356,-250.19660644531245,0.015798155,0.075408936,6.7059452552915895,0,0,0
2020-02-14 23:00:00,1253.9562,-246.9677856445312,0.017584542,0.01108551,23.28008649829644,-248.1396606445312,0.016806344,0.032806396,12.163728714260724,-250.1474731445312,0.015829781,0.075805664,6.83296539463574,0,0,0
2020-02-15 00:00:00,1223.8721,-247.0295532226562,0.01753145,0.01127243,23.472053396526988,-248.2014282226562,0.016966876,0.03164673,12.35321941344478,-250.1545532226562,0.015814837,0.070373535,7.070238291651309,0,0,0
